name,calories,fat,proteins,carbohydrate,Meal Type
Melinjo,66.0,0.7,5.0,13.3,Lunch
Melon segar,37.0,0.4,0.6,7.8,Lunch
Menjangan daging dendeng mentah,322.0,2.0,55.8,22.7,Lunch
Mentega,725.0,81.6,0.5,1.4,Lunch
Menteng,65.0,0.2,1.7,16.1,Lunch
Merica,359.0,6.8,11.5,64.4,Lunch
Mi basah,88.0,3.3,0.6,14.0,Lunch/Dinner
Mi golosor,71.0,0.8,0.2,15.9,Lunch/Dinner
Mi kering,339.0,1.7,10.0,6.3,Lunch/Dinner
Mie aceh rebus,113.0,3.2,3.0,18.1,Carbs
Mie ayam,102.0,3.9,6.2,10.5,Carbs
Mie bakso,114.0,3.0,5.3,16.4,Carbs
Mie basah,86.0,3.3,0.6,14.0,Carbs
Mie Bendo,353.0,0.0,0.3,88.0,Carbs
Mie celon,102.0,2.1,3.0,17.8,Carbs
Mie Goreng ,468.0,20.4,7.6,62.4,Carbs
Mie kering,337.0,11.8,7.9,50.0,Carbs
Mie pangsit basah,105.0,4.9,5.9,9.4,Carbs
Mie Sagu,190.0,0.4,0.2,46.5,Carbs
Minyak Hati Hiu (Eulamia),902.0,100.0,0.0,0.0,Lunch/Dinner
Minyak Ikan,902.0,100.0,0.0,0.0,Lunch/Dinner
Minyak Kacang Tanah,902.0,100.0,0.0,0.0,Carbs
Minyak kedelai,883.0,99.9,0.0,0.0,Lunch/Dinner
Minyak Kelapa,870.0,98.0,1.0,0.0,Lunch/Dinner
Minyak Kelapa Sawit,902.0,100.0,0.0,0.0,Lunch/Dinner
Minyak Wijen,902.0,100.0,0.0,0.0,Lunch/Dinner
Minyak Zaitun,884.0,100.0,0.0,0.0,Lunch/Dinner
Misoa,345.0,2.2,8.5,78.0,Lunch/Dinner
Misro ,218.0,16.0,0.8,50.2,Lunch/Dinner
Moon tahu,128.0,10.0,8.0,1.3,Lunch/Dinner
Mostarda metan -sawi,33.0,0.5,2.3,4.7,Lunch
Mujahir acar kuning masakan,330.0,23.4,17.8,12.1,Lunch
Naan maran sapi masakan,478.0,33.9,38.3,5.1,Lunch
Nanas,52.0,0.2,0.4,13.7,Lunch
Nanas palembang segar,58.0,0.2,0.7,13.3,Lunch
Nangka biji,165.0,0.1,4.2,36.7,Lunch
Nangka masak di pohon,106.0,0.3,1.2,27.6,Lunch
Nangka Muda,51.0,0.4,2.0,11.3,Lunch
Nasi,180.0,0.3,3.0,39.8,Carbs
Nasi beras merah,149.0,0.4,2.8,32.5,Carbs
Nasi gemuk,192.0,8.8,3.8,24.4,Carbs
Nasi Goreng ,276.0,3.2,3.2,30.2,Carbs
Nasi gurih,190.0,7.5,4.7,26.0,Carbs
Nasi jagung,357.0,0.5,8.8,79.5,Carbs
Nasi minyak,207.0,5.0,3.5,37.1,Carbs
Nasi rames,155.0,4.2,10.3,19.1,Drink
Nasi tim,120.0,0.4,2.4,26.0,Carbs
Nasi Uduk ,253.3,21.0,4.3,11.7,Carbs
Nasu likku masakan,196.0,8.3,14.5,15.9,Lunch
Noga Kacang Tanah ,600.0,41.7,14.0,42.0,Carbs
Nopia spesial,387.0,7.6,5.3,74.3,Drink
Olah-olah,9.0,6.0,2.1,7.1,Lunch
Oncom,187.0,6.0,13.0,22.6,Lunch
Oncom ampas kacang hijau,376.0,6.0,14.9,65.7,Carbs
Oncom Goreng ,363.3,19.3,19.3,40.3,Lunch
Oncom Hitam Goreng ,284.0,14.4,12.0,13.6,Lunch
Oncom Hitam Goreng bertepung ,306.7,18.0,9.0,27.0,Carbs
Oncom kacang hijau + singkong,351.0,5.3,11.0,65.9,Carbs
Oncom Kacang Tanah pepes,132.0,3.8,12.7,13.7,Drink
Oncom Kedele,187.0,6.0,13.0,22.6,Lunch
Oncom Merah Goreng ,368.0,32.0,6.8,13.2,Lunch
Oncom Merah Goreng bertepung ,320.0,18.7,7.3,31.0,Carbs
Oncom Merah Sayur (tumis) ,40.0,2.0,2.0,3.0,Lunch/Dinner
Oncom pepes,76.0,1.8,5.2,10.6,Drink
Onde-onde ,288.6,8.9,8.3,44.3,Snack
Ongol-ongol ,115.0,6.0,1.5,14.0,Lunch
Ongol-ongol sagu,111.0,2.7,0.3,21.2,Carbs
Opak Singkong ,940.0,42.0,36.0,104.0,Carbs
Oramu ninahu ndawa olaho masakan,117.0,5.0,13.7,4.3,Lunch
Otak,125.0,8.6,10.4,0.8,Lunch
Oyek,351.0,0.9,0.9,84.9,Lunch
Oyek (dari singkong),342.0,0.1,2.3,83.1,Carbs
Paku hinela wulelenggapaya,77.0,4.6,3.5,5.4,Lunch
Pala biji,494.0,36.4,7.5,40.1,Lunch
Pala daging,42.0,0.2,0.3,10.9,Lunch
Paniki masak santan masakan,460.0,35.2,28.5,7.2,Lunch
Papais ,133.8,1.6,3.0,27.0,Lunch
Papeda,61.0,0.1,0.2,14.9,Lunch
Parede baleh masakan,87.0,2.5,10.5,5.5,Lunch
Paria (Pare),29.0,0.3,1.1,6.6,Lunch
Paria Putih kukus,16.0,0.2,0.8,3.4,Lunch
Paria putih segar,19.0,0.4,1.0,3.6,Lunch
Pastel,307.0,13.3,4.5,42.4,Lunch
Pati Singkong (tapioka),362.0,0.3,0.5,86.9,Carbs
Pe-Cay,23.0,0.3,1.8,4.5,Lunch
Peda Ikan Banjar,156.0,4.0,28.0,0.0,Lunch/Dinner
Pelecing kangkung,75.0,2.8,2.5,10.0,Lunch
Pelepah manuk masakan,219.0,13.6,19.7,4.4,Lunch
Pempek adaan,162.0,3.0,4.9,27.8,Lunch
Pempek belida,156.0,1.4,4.2,31.6,Lunch
Pempek kapal selam,152.0,2.3,4.5,28.2,Lunch
Pempek kelesan,211.0,6.1,12.3,26.6,Drink
Pempek kulit,243.0,7.3,5.2,39.1,Lunch
Pempek tenggiri,173.0,1.2,7.2,33.4,Lunch
Pencok lele masakan,372.0,36.3,7.8,3.5,Lunch
Penyu serapah masakan,174.0,12.2,13.1,2.2,Lunch
Pepare ular segar,19.0,0.1,0.6,3.9,Lunch
Pepaya lodeh,275.0,11.6,11.6,30.2,Lunch/Dinner
Pepaya Muda,26.0,0.1,2.1,4.9,Lunch
Pepaya segar,46.0,12.0,0.5,12.2,Lunch
Pepea oncom ampas tahu,76.0,1.8,5.2,10.6,Lunch/Dinner
Permen ,400.0,0.0,0.0,95.0,Lunch
Pete Segar,142.0,2.0,10.4,22.0,Lunch
Peterseli,50.0,1.0,3.7,9.0,Lunch
Petis Ikan,161.0,0.2,20.0,24.0,Lunch/Dinner
Petis Udang,220.0,0.1,15.0,40.0,Lunch
Petis udang kering,345.0,1.4,23.8,59.3,Lunch
Petis udang pasta,220.0,0.9,15.0,38.0,Carbs
Pilus ,514.0,27.8,1.0,647.0,Lunch
Pinda masakan,107.0,0.6,15.9,0.4,Lunch
Pindang Ikan Banjar,157.0,4.2,28.0,0.0,Lunch/Dinner
Pindang Ikan Benggol,170.0,4.2,31.0,0.0,Lunch/Dinner
Pindang Ikan Layang,153.0,2.8,30.0,0.0,Lunch/Dinner
Pindang Ikan Selar Kecil,142.0,3.0,27.0,0.0,Lunch/Dinner
Pindang kenari masakan,124.0,9.6,9.5,0.0,Lunch
Pisang Ambon,99.0,0.2,1.2,25.8,Snack
Pisang angleng (pisang ampyang) segar,68.0,0.2,1.3,17.2,Snack
Pisang ayam segar,120.0,0.2,1.1,26.8,Lunch/Dinner
Pisang gapi segar ,127.0,0.3,2.1,31.1,Snack
Pisang Goreng ,220.0,2.3,2.3,6.3,Snack
Pisang goroho segar,115.0,0.2,1.9,27.9,Snack
Pisang hijau segar,117.0,0.3,2.0,28.9,Snack
Pisang kayu segar,100.0,0.5,1.4,23.6,Snack
Pisang kepok segar,109.0,0.5,0.8,26.3,Snack
Pisang ketip segar,145.0,0.3,1.1,34.5,Snack
Pisang kidang segar,96.0,0.2,1.0,22.5,Snack
Pisang Lampung,99.0,0.2,1.3,25.6,Snack
Pisang Mas,127.0,0.2,1.4,33.6,Snack
Pisang mas bali,127.0,0.2,1.4,31.8,Snack
Pisang Oli,134.0,0.5,1.1,35.5,Snack
Pisang Raja,120.0,0.2,1.2,31.8,Snack
Pisang Raja Sere (Susu),118.0,0.2,1.2,31.1,Drink
Pisang rotan segar,98.0,1.2,1.3,20.5,Snack
Pisang Siam goreng,625.0,0.0,1.0,8.1,Snack
Pisang talas segar,113.0,0.2,1.2,26.7,Carbs
Prey (bawang daun),45.0,0.3,2.2,10.3,Lunch
Pucuk lumai/daun leunca segar,33.0,0.4,4.5,2.8,Lunch
Pulut,216.0,3.1,2.6,44.4,Lunch
Punai daging goreng,224.0,11.3,26.2,4.4,Lunch
Pundut nasi,104.0,4.1,1.9,15.1,Carbs
Purundawa,25.0,0.5,1.5,3.6,Lunch
Purut segar,76.0,1.1,4.1,15.2,Lunch
Putri malu segar,76.0,0.3,3.6,14.6,Lunch
Putri selat,163.0,6.5,2.2,23.8,Lunch
Putu Mayang ,200.0,2.4,1.0,43.8,Lunch
Ragi,136.0,2.4,43.0,3.0,Lunch
Rajungan segar,76.0,2.0,12.1,2.4,Lunch
Rambutan,69.0,0.1,0.9,18.1,Lunch
Rambutan Aceh,11.0,0.0,0.0,2.7,Lunch
Rambutan binjai segar,76.0,0.2,0.5,18.0,Lunch
Rambutan sinyonya,4.0,0.0,0.0,0.9,Lunch
Rarawuan ,295.0,8.5,7.3,47.5,Lunch
Rasbi (Beras Ubi),394.0,8.8,2.2,76.6,Carbs
Rasi (Beras Singkong),350.0,0.4,0.9,85.7,Carbs
Rawon masakan,60.0,2.5,5.4,4.0,Lunch/Dinner
Rebon (udang kecil segar),81.0,1.2,16.2,0.7,Lunch
Rebon kering,299.0,3.6,29.4,3.2,Lunch
Rebon udang kecil segar,81.0,1.2,16.2,0.7,Lunch
Rebung,27.0,0.3,0.6,5.2,Lunch
Rebung laut mentah,320.0,4.2,7.2,63.3,Lunch
Rempeyek kacang tolo,451.0,20.2,11.2,59.7,Carbs
Rempeyek kacang uci,497.0,27.6,17.0,50.8,Carbs
Rendang sapi masakan,193.0,7.9,22.6,7.8,Lunch/Dinner
Renggi goreng,471.0,21.8,4.7,64.1,Lunch
Rimbang segar,75.0,0.6,1.6,15.8,Lunch
Risoles ,335.0,3.5,5.3,70.5,Drink
Roti boong,341.0,16.2,5.5,43.3,Carbs
Roti Gambang ,350.0,2.0,7.5,75.5,Carbs
Roti Putih,248.0,1.2,8.0,50.0,Carbs
Roti warna sawo matang,249.0,1.5,7.9,49.7,Carbs
Rujak cingur,153.0,8.4,11.3,8.0,Lunch
Rumput laut,41.0,0.3,1.4,8.1,Lunch
Rusa daging dendeng mentah,536.0,41.5,40.5,0.0,Lunch
Rusip,110.0,2.0,11.5,11.7,Lunch
RW anjing masakan,198.0,10.7,24.6,0.9,Lunch
Saga biji tanpa kulit,449.0,25.5,30.6,31.9,Lunch
Sagu Ambon ,338.0,0.3,0.6,83.1,Carbs
Sagu aren kering,355.0,1.1,0.6,85.6,Carbs
Sagu aren segar,231.0,0.2,0.6,56.6,Carbs
Sagu forno,291.0,4.0,0.5,63.4,Carbs
Sagu kasbi segar,230.0,0.2,0.6,56.5,Carbs
Sagu Lemak (Kue Sagon),452.0,14.8,2.8,76.8,Carbs
Sagu lempeng,347.0,0.3,0.9,85.2,Carbs
Sagu Rendang,364.0,0.2,0.1,90.5,Carbs
Sagu singkong kering,362.0,0.3,0.5,86.9,Carbs
Sagu sinole,354.0,8.3,0.8,68.9,Carbs
Salak bali segar,57.0,0.1,0.5,13.6,Lunch
Salak medan segar,55.0,0.2,0.4,12.8,Lunch
Salak pondoh segar,87.0,0.4,0.8,20.1,Lunch
Sale pisang siam,281.0,0.7,2.4,66.1,Snack
Santan (dengan air),122.0,10.0,2.0,7.6,Lunch
Santan (kelapa saja),324.0,34.3,4.2,55.6,Lunch
Santan murni,324.0,34.3,4.2,5.6,Lunch
Saos Tomat,98.0,0.4,2.0,24.5,Lunch
Sapi abon,212.0,10.6,18.0,59.3,Lunch
Sapi babat segar,108.0,4.2,17.6,0.0,Lunch
Sapi daging asap,182.0,6.0,32.0,0.0,Lunch
Sapi daging dendeng mentah,301.0,9.0,55.0,0.0,Lunch
Sapi daging gemuk segar,273.0,22.0,17.5,0.0,Lunch
Sapi daging kornet,289.0,25.0,16.0,0.0,Lunch
Sapi daging kurus segar,174.0,10.0,19.6,0.0,Lunch
Sapi daging lemak sedang segar,201.0,14.0,18.8,0.0,Lunch
Sapi daging sosis (Worst),448.0,42.3,14.5,2.3,Lunch
Sapi daleman segar,183.0,14.4,12.0,1.4,Lunch
Sapi dideh/darah,98.0,1.1,21.9,0.0,Lunch
Sapi ginjal segar,137.0,8.1,15.0,0.9,Lunch
Sapi hati sosis (liverworst),274.0,22.0,16.0,3.0,Lunch
Sapi keleponan segar,84.0,4.6,10.5,0.2,Snack
Sapi liver segar,132.0,3.2,19.7,6.0,Lunch
Sapi otak segar,123.0,8.6,10.4,0.8,Lunch
Sapi paru dendeng mentah,360.0,6.0,57.3,19.2,Lunch
Sapi paru goreng,268.0,12.7,23.9,14.5,Lunch
Sapi usus segar,126.0,7.2,14.0,1.5,Lunch
Sarang Burung,281.0,0.3,37.5,32.1,Lunch
Sardines dalam kaleng,338.0,27.0,21.1,1.0,Drink
Sari Kedelai bubuk,344.0,20.0,30.0,43.0,Drink
Sarimuka,166.0,2.8,2.3,32.9,Lunch
Sate Bandeng,283.0,16.8,12.1,20.9,Lunch
Sate Kulit ,110.0,0.5,15.5,11.5,Lunch
Sate penyu masakan,179.0,3.5,22.5,13.3,Lunch
Sate pusut masakan,274.0,18.6,12.9,13.6,Lunch
Sate Usus ,126.7,7.3,14.0,1.3,Lunch
Sawi,22.0,0.3,2.3,4.0,Lunch
Sawi putih / pecai segar,9.0,0.1,1.0,1.7,Lunch
Sawi taiwan segar,30.0,0.5,1.9,4.4,Lunch
Sawi tanah segar,19.0,0.2,1.3,2.9,Lunch
Sawo,92.0,1.1,0.5,22.4,Lunch
Sawo duren segar,64.0,3.1,1.0,8.0,Lunch
Sawo kecik segar,111.0,2.3,0.9,21.6,Lunch
Sawo Manila segar,92.0,1.1,0.5,22.4,Lunch
Sayur asem,29.0,0.6,0.7,5.0,Lunch/Dinner
Sayur bunga pepaya,49.0,0.3,1.7,9.8,Lunch/Dinner
Sayur garu,178.0,13.9,2.6,10.6,Lunch/Dinner
Sayur kohu-kohu,133.0,6.6,7.3,11.2,Lunch/Dinner
Sayur lebui,64.0,0.6,2.1,12.5,Lunch/Dinner
Sayur lilin-terubuk,36.0,0.7,2.7,4.8,Lunch/Dinner
Sayur ndusuk,49.0,2.5,3.1,3.6,Lunch/Dinner
Sayur sop,27.0,2.0,1.3,1.0,Lunch/Dinner
Sayur umbut kelapa,67.0,2.9,5.2,5.1,Lunch/Dinner
Sayur umbut rotan,57.0,2.6,5.4,3.1,Lunch/Dinner
Selada,15.0,0.2,1.2,2.9,Lunch
Selada Air,17.0,0.3,1.7,3.0,Lunch
Selada Air rebus,19.0,0.2,2.7,2.9,Lunch
Seledri,20.0,0.1,1.0,4.6,Lunch
Semangka,28.0,0.2,0.5,6.9,Lunch
Semur Jengkol ,192.5,6.0,4.5,30.3,Lunch
Sente,64.0,0.3,0.6,14.8,Lunch
Sente talas segar,353.0,0.2,0.7,84.7,Carbs
Sepi masakan,88.0,1.6,7.9,10.6,Lunch
Serbuk Coklat,298.0,23.8,8.0,48.9,Lunch
Serimping talas kebumen,478.0,21.2,2.5,69.2,Carbs
Setrup sirup,213.0,0.0,0.0,55.0,Drink
Shabu-shabu,88.0,8.0,3.2,0.8,Lunch
Sie reuboh masakan,474.0,42.5,11.2,11.7,Lunch
Singkah (rotan muda),81.0,4.5,5.1,5.1,Lunch
Singkong Goreng ,285.0,18.0,1.0,28.0,Carbs
Singkong kukus,146.0,0.3,1.2,34.7,Carbs
Singkong tape,173.0,0.1,0.5,42.5,Carbs
Siomay ,95.3,2.2,4.4,14.4,Lunch
Sirsak,65.0,0.3,1.0,16.3,Lunch
Sirup,213.0,0.0,0.0,55.0,Drink
Sop buntut masakan,71.0,3.6,7.5,2.2,Lunch/Dinner
Sop daging sapi masakan,49.0,0.5,5.8,5.3,Lunch/Dinner
Sop kaki sapi masakan,68.0,1.9,9.0,3.7,Lunch/Dinner
Sop kambing masakan,34.0,0.8,5.5,1.1,Lunch/Dinner
Sop konro masakan,71.0,2.6,7.4,4.5,Lunch/Dinner
Sop Kool,12.0,0.1,0.5,2.0,Lunch/Dinner
Sop Kool dan Wortel,15.0,0.1,0.6,3.1,Lunch/Dinner
Sop saudara masakan,89.0,5.0,7.2,3.9,Lunch/Dinner
Soto bandung masakan,42.0,1.7,3.9,2.8,Lunch/Dinner
Soto banjar masakan,110.0,9.5,2.9,3.2,Lunch/Dinner
Soto betawi masakan,135.0,8.8,2.5,11.5,Lunch/Dinner
Soto dengan Daging,127.5,9.4,2.6,8.3,Lunch/Dinner
Soto jeroan masakan,92.0,4.3,11.8,1.4,Lunch/Dinner
Soto kudus masakan,38.0,2.3,2.6,1.8,Lunch/Dinner
Soto madura masakan,60.0,4.5,3.5,1.3,Lunch/Dinner
Soto padang masakan,127.0,6.6,5.9,11.0,Lunch/Dinner
Soto pekalongan masakan,94.0,6.8,3.0,5.1,Lunch/Dinner
Soto pemalang masakan,75.0,5.2,3.6,3.5,Lunch/Dinner
Soto sukaraja masakan,80.0,3.5,3.2,9.0,Lunch/Dinner
Soto sulung masakan,86.0,8.5,2.3,0.0,Lunch/Dinner
Soto tanpa Daging ,117.1,8.6,0.4,9.6,Lunch/Dinner
Spaghetti,139.0,2.1,7.4,22.6,Lunch
Srikaya,101.0,0.6,1.7,35.2,Lunch
Sukiyaki masakan,75.0,0.4,5.6,12.2,Lunch
Sukun muda segar,119.0,0.2,1.4,28.1,Carbs
Sukun tua segar,126.0,0.2,1.6,24.5,Carbs
Susu asam untuk bayi bubuk,418.0,9.0,19.0,65.5,Drink
Susu bubuk,513.0,30.0,24.6,36.2,Drink
Susu Kambing,64.0,2.3,4.3,6.6,Drink
Susu Kedelai,41.0,2.5,3.5,5.0,Drink
Susu Kental Manis,336.0,10.0,8.2,55.0,Drink
Susu Kental Tak Manis,138.0,7.9,7.0,9.9,Drink
Susu Kerbau,160.0,12.0,6.3,7.1,Drink
Susu Sapi,61.0,3.5,3.2,4.3,Drink
Susu Skim (tak berlemak),36.0,0.1,3.5,5.1,Drink
Susu skim bubuk,359.0,1.0,35.6,52.0,Drink
Susu skim segar,36.0,0.1,3.5,5.1,Drink
Susupan,87.0,5.2,5.3,6.3,Drink
Suweg kukus,90.0,0.1,1.5,21.9,Lunch
Suweg mentah,69.0,0.1,1.0,15.7,Lunch
Suweg talas segar,74.0,0.1,1.4,17.2,Carbs
Suwir-suwir,347.0,0.9,0.5,84.2,Lunch
Tahu,68.0,4.6,7.8,1.6,Lunch/Dinner
Tahu goreng,115.0,8.5,9.7,2.5,Lunch/Dinner
Tahu telur,328.0,19.9,12.6,24.6,Lunch/Dinner
Takwa,148.0,8.5,13.8,4.0,Lunch
Talas bogor kukus,120.0,0.3,1.5,28.2,Carbs
Talas pontianak segar,163.0,0.5,2.3,36.4,Carbs
Talas viqueque segar,115.0,0.5,1.8,25.9,Carbs
Tales kukus,120.0,0.3,1.5,28.2,Drink
Tales mentah,98.0,0.2,1.9,23.7,Drink
Taoco,166.0,4.9,10.4,24.1,Lunch
Taoge goreng,88.0,2.1,3.2,14.0,Lunch
Taoge kacang kedelai segar,76.0,2.6,9.0,6.4,Carbs
Taoge seduh,28.0,0.8,3.0,4.0,Lunch
Taoge segar,34.0,1.2,3.7,4.3,Lunch
Taokoa,104.0,6.8,12.9,1.2,Lunch
Tapai beras,99.0,0.3,1.7,22.4,Carbs
Tapai ketan hitam,166.0,1.0,3.8,34.4,Carbs
Tapai ketan putih,172.0,0.5,3.0,37.5,Carbs
Tapai singkong,169.0,0.3,1.4,40.2,Carbs
Tauco cap DAS cake,358.0,4.3,7.5,70.4,Lunch
Tauji cap singa,277.0,4.7,9.1,49.6,Lunch
Tebu Terubuk,25.0,0.4,4.6,3.0,Lunch
Tedong pallu basa masakan,83.0,3.4,10.4,2.8,Lunch
Teh,132.0,0.7,19.5,67.8,Drink
Teh hijau daun kering,300.0,4.8,28.3,53.6,Drink
Teh melati daun kering,299.0,3.5,24.1,59.0,Drink
Tekokak,34.0,0.1,2.0,7.9,Lunch
Tekokak kering,294.0,1.7,8.3,72.6,Lunch
Tekwan,53.0,0.9,1.9,9.4,Lunch
Telur Ayam,162.0,11.5,12.8,0.7,Lunch/Dinner
Telur Ayam bagian kuning,361.0,31.9,19.3,0.7,Lunch/Dinner
Telur Ayam bagian putih,50.0,0.0,10.8,0.8,Lunch/Dinner
Telur Ayam ceplok,383.0,32.9,15.1,8.3,Lunch/Dinner
Telur Ayam dadar,251.0,19.4,16.3,1.4,Lunch/Dinner
Telur ayam kampung ,179.0,13.3,13.6,4.4,Lunch/Dinner
Telur bebek bagian kuning segar,386.0,35.0,17.0,0.8,Lunch/Dinner
Telur Bebek bagian putih,54.0,0.0,11.0,0.8,Lunch/Dinner
Telur bebek bagian putih segar,54.0,0.0,11.0,0.8,Lunch/Dinner
Telur Bebek ceplok,320.0,30.5,15.1,0.9,Lunch/Dinner
Telur Bebek dadar,301.0,23.7,20.0,0.0,Lunch/Dinner
Telur bebek tambak segar,187.0,12.4,10.9,7.9,Lunch/Dinner
Telur Bebek telur asin,195.0,13.6,13.6,1.4,Lunch/Dinner
Telur burung puyuh segar,116.0,7.0,10.7,1.6,Lunch/Dinner
Telur Penyu,144.0,10.2,12.0,0.0,Lunch/Dinner
Telur Terubuk,425.0,28.0,31.0,10.0,Lunch/Dinner
Tempe bongkrek,119.0,3.5,4.4,18.3,Lunch/Dinner
Tempe Gembus,73.0,1.3,5.7,4.2,Lunch/Dinner
Tempe gembus yogya,76.0,0.7,6.8,10.6,Lunch/Dinner
Tempe Goreng ,328.0,23.2,18.4,12.8,Lunch/Dinner
Tempe kacang babi,139.0,0.8,12.5,21.9,Carbs
Tempe kacang belimbing,212.0,10.0,17.5,12.9,Carbs
Tempe kedelai + jagung,143.0,5.5,12.0,11.4,Carbs
Tempe kedelai murni goreng,350.0,26.6,24.5,10.4,Lunch/Dinner
Tempe kedelai murni mentah,201.0,8.8,20.8,13.5,Lunch/Dinner
Tempe koro benguk,141.0,1.3,10.2,23.2,Lunch/Dinner
Tempe lamtoro var. gung dengan kulit,146.0,2.3,11.7,19.6,Lunch/Dinner
Tempe lamtoro var. gung tanpa kulit,131.0,0.8,18.0,13.0,Lunch/Dinner
Tempe pasar segar,150.0,7.7,14.0,9.1,Lunch/Dinner
Tempe pasar goreng,336.0,28.0,20.0,7.8,Lunch/Dinner
Tempe Sayur ,240.0,2.7,6.0,49.3,Lunch/Dinner
Tempoya,110.0,1.3,1.7,21.9,Lunch
Tempuyak,126.0,2.2,1.1,25.7,Lunch
Tepung Arrowroot,355.0,0.2,0.7,85.2,Carbs
Tepung Beras,364.0,0.5,7.0,80.0,Carbs
Tepung beras mentah,353.0,0.5,7.0,80.0,Carbs
Tepung Ganyong,353.0,1.7,0.8,83.6,Carbs
Tepung Gaplek,363.0,0.5,1.1,88.2,Carbs
Tepung Garut (arrowroot),355.0,0.2,0.7,85.2,Carbs
Tepung Hunkwee,364.0,1.0,4.5,83.5,Carbs
Tepung Ikan,316.0,6.5,60.1,22.4,Carbs
Tepung Jagung Kuning,355.0,3.9,9.2,73.7,Carbs
Tepung jagung putih,355.0,3.9,9.2,73.7,Carbs
Tepung Jalejo,388.0,7.5,19.0,61.2,Carbs
Tepung Kacang Kedelai,347.0,20.6,35.9,29.9,Carbs
Tepung Kentang,347.0,0.1,0.3,85.6,Carbs
Tepung Mocaf,350.0,0.6,1.2,85.0,Carbs
Tepung Pisang,338.0,0.4,2.9,80.6,Carbs
Tepung Sagu,353.0,0.2,0.7,84.7,Carbs
Tepung Sente,326.0,0.4,4.0,76.7,Carbs
Tepung singkong/ Tapioka,363.0,0.5,1.1,88.2,Carbs
Tepung Sukun,353.0,0.5,2.9,84.4,Carbs
Tepung Susu,509.0,30.0,24.6,36.2,Drink
Tepung Susu Asam untuk bayi,418.0,9.0,19.0,65.5,Drink
Tepung Susu Skim,362.0,1.0,35.6,52.0,Drink
Tepung Tales Beneng,332.0,0.6,5.7,76.1,Drink
Tepung Terigu,365.0,1.3,8.9,77.3,Carbs
Tepung Ubi Ungu,354.0,0.6,2.8,84.4,Carbs
Terasi,155.0,2.9,22.3,9.9,Lunch
Terasi dobo,191.0,3.6,33.1,6.6,Lunch
Terasi Merah,174.0,3.5,30.0,3.5,Lunch
Terasi merah,174.0,3.5,30.0,5.6,Lunch
Teri balado masakan,365.0,22.3,23.7,17.5,Lunch
Teripang dendeng mentah,462.0,32.4,39.1,3.5,Lunch
Terong,24.0,0.2,1.1,5.5,Lunch
Terong + Oncom makanan,285.0,25.7,4.3,9.5,Lunch
Terong Asam,39.0,1.9,2.3,2.0,Lunch
Terong Belanda,48.0,0.3,1.5,11.3,Lunch
Terong hintalo segar,45.0,0.8,1.9,7.5,Lunch
Terong kukus,23.0,0.1,1.8,4.9,Lunch
Terong segar,28.0,0.2,1.1,5.5,Lunch
Terung belanda segar,52.0,1.1,2.1,8.6,Lunch
Terung bengkulu segar,52.0,0.4,1.1,11.2,Lunch
Terung panjang,25.0,0.1,2.1,5.3,Lunch
Terung panjang kukus,23.0,0.1,1.8,4.9,Lunch
Tespong daun,59.0,0.3,2.9,13.9,Drink
Tim (nasi tim),120.0,0.4,2.4,26.0,Carbs
Tinira ninahu nggaluku,33.0,1.3,1.2,4.1,Lunch
Tinoransak masakan,516.0,49.5,17.7,0.0,Lunch
Tipa-tipa,355.0,1.2,6.2,79.8,Lunch
Tiwul  ,353.0,1.1,2.4,83.4,Lunch
Tiwul Instan,395.0,8.5,3.2,76.5,Lunch
Toge -Tahu makanan,392.0,28.5,5.4,28.4,Lunch/Dinner
Toge Goreng ,93.6,1.8,4.4,15.1,Lunch
Toge kacang ijo,23.0,0.2,2.9,4.1,Carbs
Toge kacang tunggak,35.0,0.2,5.0,5.8,Carbs
Toge kedelai,67.0,2.6,9.0,6.4,Lunch
Toge seduh,28.0,0.8,3.0,4.0,Lunch
Tomat air (juice) segar,20.0,0.2,1.0,3.5,Drink
Tomat Masak,20.0,0.3,1.0,4.2,Lunch
Tomat merah segar,24.0,0.5,1.3,4.7,Lunch
Tomat muda segar,24.0,0.7,2.0,3.3,Lunch
Tumis bandeng,189.0,15.7,11.3,0.6,Lunch/Dinner
Tumis bayam bersantan,48.0,4.2,1.4,2.6,Lunch/Dinner
Ubi Cilembu,186.0,0.2,1.9,44.3,Carbs
Ubi Jalar Goreng ,160.0,1.3,3.7,55.3,Carbs
Ubi jalar kuning kukus,100.0,0.3,0.7,23.8,Carbs
Ubi jalar kuning segar,119.0,0.4,0.5,25.1,Carbs
Ubi jalar manis segar,83.0,0.2,1.5,18.8,Carbs
Ubi Jalar Merah,123.0,0.7,1.8,27.9,Carbs
Ubi jalar merah segar,151.0,0.3,1.6,35.4,Carbs
Ubi Jalar Putih,123.0,0.7,1.8,27.9,Carbs
Ubi Jalar Rebus,114.0,9.6,1.4,25.6,Carbs
Ubi Jalar Sayur,184.0,0.3,1.4,22.5,Carbs
Ubi jalar tinta/ kemayung,108.0,0.4,0.5,25.6,Carbs
Ubi jalar tinta/ kemayung kukus,165.0,0.2,0.9,39.8,Carbs
Uceng/ bunga melinjo segar,82.0,1.3,5.8,11.7,Lunch
Udang besar segar,56.0,0.6,11.4,1.2,Drink
Udang galah segar,81.0,0.3,16.5,3.0,Lunch
Udang kering,295.0,2.3,62.4,1.8,Lunch
